no_plan;nombre_piece;surface_reelle;type_local;surface_carre
174;3;63;Appartement;62.93
253;1;30;Appartement;30.63
201;3;62;Appartement;62.98
204;1;31;Appartement;32
186;3;75;Appartement;76.92
218;2;54;Appartement;52.22
151;2;22;Appartement;9.81
375;4;63;Appartement;63.45
176;3;67;Appartement;68.02
167;1;25;Appartement;26.2
227;2;43;Appartement;50.12
60;1;37;Appartement;35.8
222;2;20;Appartement;32.03
413;1;20;Appartement;21.01
126;3;80;Appartement;78.01
70;2;36;Appartement;38.69
365;1;26;Appartement;26.02
211;2;42;Appartement;51.39
252;3;72;Appartement;54.22
142;1;28;Appartement;29.16
343;2;57;Appartement;54.34
211;3;81;Appartement;83.72
673;1;32;Appartement;27.8
178;2;32;Appartement;29.82
31;3;89;Appartement;88.39
71;2;48;Appartement;49.42
112;3;110;Appartement;98.5
366;1;29;Appartement;29
295;2;47;Appartement;47.42
25;2;36;Appartement;33.63
211;3;45;Appartement;44.05
10;2;46;Appartement;46.66
237;3;50;Appartement;36.8
249;2;36;Appartement;38
262;1;37;Appartement;34.66
125;1;18;Appartement;16.65
74;3;60;Appartement;61.17
553;2;42;Appartement;42.84
264;2;55;Appartement;56.01
162;1;24;Appartement;23.92
220;3;34;Appartement;25.8
174;2;40;Appartement;39.97
216;4;76;Appartement;77.15
375;1;24;Appartement;31.95
70;1;35;Appartement;34.63
602;1;29;Appartement;25.85
276;1;30;Appartement;42.41
1516;2;43;Appartement;72.95
424;1;27;Appartement;30.1
227;1;28;Appartement;27.31
828;3;92;Maison;103.21
254;3;67;Appartement;69.82
187;2;34;Appartement;40.2
121;1;19;Appartement;17.13
528;1;32;Appartement;29.29
125;1;18;Appartement;16.2
188;1;27;Appartement;27.01
65;2;46;Appartement;130.6
152;4;72;Appartement;74.71
476;1;49;Appartement;49.06
220;3;66;Maison;67.34
813;4;78;Appartement;79.07
89;2;18;Appartement;15.41
403;2;40;Appartement;41.88
602;1;32;Appartement;28.95
320;2;32;Appartement;51.35
186;1;31;Appartement;32.73
196;1;30;Appartement;30.7
314;2;38;Appartement;39.04
999;3;60;Maison;53.12
1322;1;33;Appartement;26.4
43;2;59;Appartement;59.21
537;3;60;Appartement;61.04
256;3;72;Appartement;67.3
209;3;72;Appartement;71.3
473;1;23;Appartement;23.2
476;3;67;Appartement;67.3
218;1;24;Appartement;27.5
138;1;31;Appartement;32.18
581;3;68;Appartement;67.78
713;3;42;Appartement;42.61
453;3;75;Appartement;76.24
440;1;19;Appartement;18.92
274;1;23;Appartement;22.16
352;1;29;Appartement;25.23
306;2;40;Appartement;41.56
140;3;64;Appartement;72.6
813;3;103;Appartement;107.35
153;1;28;Appartement;27.9
261;1;23;Appartement;23.63
455;2;71;Appartement;70.18
469;2;50;Appartement;46.2
516;1;28;Appartement;28.28
191;4;99;Appartement;95.85
295;1;25;Appartement;26.45
26;1;30;Appartement;31.76
112;1;24;Appartement;21.64
231;1;40;Appartement;30.26
1609;3;42;Appartement;23.05
376;2;35;Appartement;36.67
650;1;25;Appartement;24.35
186;3;89;Maison;113.1
531;1;31;Appartement;34.3
125;1;20;Appartement;15.94
125;1;22;Appartement;21.02
210;1;31;Appartement;31.27
672;1;36;Appartement;33.24
425;2;42;Appartement;40.25
53;1;41;Appartement;39.91
307;3;64;Appartement;60.3
648;2;36;Appartement;37.25
42;4;180;Maison;44.88
396;2;49;Appartement;48.03
279;2;56;Appartement;52.5
315;2;40;Appartement;40.42
147;4;65;Appartement;63.42
387;2;47;Appartement;47.03
204;2;39;Appartement;39.32
562;2;32;Appartement;31.81
32;5;88;Appartement;115.42
186;2;40;Appartement;37.6
450;1;23;Appartement;23.53
139;2;64;Appartement;86.46
567;0;31;Appartement;24.74
36;3;56;Appartement;56.5
330;3;72;Appartement;70.56
38;2;30;Appartement;35.02
164;1;38;Appartement;38.57
582;2;38;Appartement;38.77
559;4;92;Appartement;86.65
348;1;37;Appartement;36.54
1316;2;53;Appartement;55.65
8;2;45;Appartement;47.38
184;1;37;Appartement;34.39
255;2;53;Appartement;39.51
178;2;40;Appartement;38.71
343;3;83;Appartement;77.6
267;2;23;Appartement;28.02
516;1;28;Appartement;28.33
115;2;26;Appartement;27.62
107;1;19;Appartement;19.05
553;3;53;Appartement;51.16
74;1;27;Appartement;27.83
21;2;30;Appartement;36.34
596;2;41;Appartement;41.14
545;3;100;Appartement;96.83
121;1;18;Appartement;16.64
163;2;45;Appartement;35.48
17;3;67;Appartement;67.21
204;1;39;Appartement;39.51
506;2;33;Appartement;32.84
1275;2;25;Appartement;21.79
226;2;55;Appartement;51.21
260;3;67;Appartement;63.27
29;2;22;Appartement;22.89
409;4;80;Appartement;77.58
188;2;34;Appartement;33.88
673;1;32;Appartement;28.26
481;3;57;Appartement;56.95
171;2;40;Appartement;41.66
301;2;18;Appartement;22.08
602;1;29;Appartement;25.27
341;1;38;Appartement;39.66
247;1;27;Appartement;27.84
117;1;29;Appartement;29.7
461;1;28;Appartement;27.91
125;1;68;Appartement;51.68
241;1;27;Appartement;35.28
242;2;48;Appartement;47.63
521;1;59;Appartement;59.6
324;4;83;Appartement;88.88
129;4;119;Appartement;129.61
350;1;25;Appartement;25.01
285;4;54;Appartement;43.65
375;1;30;Appartement;25.6
447;2;65;Appartement;55.07
510;1;25;Appartement;36.38
372;3;76;Appartement;76.05
65;4;100;Appartement;93.22
349;2;47;Appartement;47.27
322;2;55;Appartement;58.56
33;3;60;Appartement;57.3
244;1;30;Appartement;22.4
197;2;72;Appartement;71.13
120;5;105;Appartement;107.56
587;1;21;Appartement;20.56
480;1;30;Appartement;25.31
560;2;50;Appartement;51.6
117;1;23;Appartement;22.62
540;1;38;Appartement;31.06
227;1;33;Appartement;27.3
142;1;21;Appartement;21.22
189;2;59;Appartement;99.89
95;3;110;Appartement;138.33
350;1;30;Appartement;29.02
26;2;37;Appartement;37.86
472;2;32;Appartement;23.4
305;1;35;Appartement;30.93
125;1;20;Appartement;20.19
325;4;86;Appartement;84
341;2;26;Appartement;27.24
349;3;63;Appartement;62.56
31;1;34;Appartement;35.03
17;2;44;Appartement;43.41
22;4;74;Appartement;72.01
441;4;46;Appartement;56.95
181;2;31;Appartement;11.5
247;2;42;Appartement;42.13
588;1;19;Appartement;19.3
264;1;37;Appartement;33.56
57;4;96;Maison;83.55
307;2;58;Appartement;59.16
180;2;40;Appartement;39.66
596;2;39;Appartement;39.7
119;1;33;Appartement;33.57
673;1;30;Appartement;29.32
271;2;28;Appartement;26.77
212;2;58;Appartement;56.05
6;1;28;Appartement;34.46
418;3;75;Appartement;63.15
899;2;45;Appartement;43.42
66;2;59;Appartement;50.85
571;1;25;Appartement;22.71
1925;3;50;Appartement;50.15
715;4;71;Appartement;71.56
330;2;53;Appartement;52.73
67;1;24;Appartement;24.58
10;1;25;Appartement;26.3
410;2;47;Appartement;43.3
113;1;29;Appartement;28.01
357;2;24;Appartement;21.43
5;2;38;Appartement;35.4
31;1;29;Appartement;28.63
651;3;88;Appartement;86.78
25;3;50;Appartement;43.89
67;2;70;Appartement;58.53
34;2;38;Appartement;35.25
1505;3;63;Appartement;62.9
93;2;46;Appartement;43.65
160;1;34;Appartement;34.11
186;3;67;Appartement;70.64
563;4;105;Maison;84.37
6;1;24;Appartement;22.89
59;2;33;Appartement;32.1
46;2;21;Appartement;22.42
69;1;35;Appartement;30.01
21;6;103;Maison;116.57
118;2;45;Appartement;60.42
375;2;65;Appartement;88.05
15;1;21;Appartement;21.82
654;3;61;Appartement;59.18
30;1;16;Appartement;15.97
10;2;30;Appartement;42.1
81;2;42;Appartement;80.25
141;1;27;Appartement;28.35
1097;3;45;Appartement;35.71
93;2;60;Appartement;43.2
30;2;29;Appartement;31.08
157;1;85;Appartement;87.01
61;3;51;Maison;102.75
288;3;57;Appartement;57.45
1079;3;75;Appartement;75.81
388;2;72;Appartement;57.72
18;2;32;Appartement;30.03
6;1;24;Appartement;22.67
276;1;30;Appartement;26.65
25;1;22;Appartement;21.5
276;2;47;Appartement;43
175;1;21;Appartement;21.46
295;3;95;Appartement;59.85
999;2;32;Appartement;32.98
115;4;92;Appartement;178.86
30;1;18;Appartement;17.74
1367;3;56;Appartement;57.37
484;3;67;Appartement;67.8
866;3;45;Appartement;44.9
681;2;39;Appartement;39.86
1485;3;53;Appartement;53.65
1925;3;54;Appartement;48.2
340;2;45;Appartement;38.75
347;1;16;Appartement;16.38
1810;4;74;Appartement;75.05
43;2;60;Appartement;51.44
147;5;100;Appartement;79.11
156;1;20;Appartement;21.2
239;4;40;Appartement;36.48
26;3;61;Appartement;79.78
276;3;84;Appartement;79.45
443;3;84;Appartement;83.28
5;2;65;Appartement;52.06
59;1;40;Appartement;57.01
999;1;30;Appartement;28.34
124;4;50;Appartement;58.36
20;1;25;Appartement;24.96
458;4;91;Maison;96.58
25;1;22;Appartement;20.7
151;3;49;Appartement;46.05
145;1;15;Appartement;15.72
270;2;39;Appartement;57.75
30;2;49;Appartement;46.02
96;1;20;Appartement;20.85
154;3;68;Appartement;69.47
958;1;40;Appartement;44.05
273;2;60;Appartement;52.6
199;1;24;Appartement;22.05
549;4;58;Appartement;65.67
278;2;43;Appartement;41.77
275;2;50;Appartement;49.23
6;2;60;Appartement;53.62
70;1;29;Appartement;26.61
61;1;14;Appartement;14.53
289;3;88;Appartement;86.14
21;2;32;Appartement;31.91
91;4;85;Appartement;85.15
896;1;45;Appartement;30.38
99;1;60;Appartement;65.39
267;1;22;Appartement;18.63
47;3;64;Appartement;62.41
134;1;28;Appartement;27.34
10;2;32;Appartement;31.06
144;3;45;Appartement;45.93
593;2;30;Appartement;24.45
508;3;62;Appartement;63.51
117;3;52;Appartement;51.41
150;4;34;Appartement;79.2
630;5;100;Maison;82.67
11;4;83;Appartement;83.05
20;2;29;Appartement;29.47
118;3;80;Appartement;61.45
783;2;45;Appartement;36.09
5;2;67;Appartement;59.41
11;1;25;Appartement;25.34
618;2;60;Appartement;60.48
513;1;22;Appartement;21.04
123;2;37;Appartement;36.16
721;3;50;Appartement;40.56
53;1;50;Appartement;44
265;2;46;Appartement;43.76
29;2;45;Appartement;45.21
730;2;40;Appartement;46.49
47;2;37;Appartement;36.09
412;1;36;Appartement;70.08
17;1;47;Appartement;50.01
419;4;104;Appartement;107.52
184;3;80;Appartement;84.5
1360;5;169;Appartement;168.51
11;2;40;Appartement;39.04
51;2;70;Appartement;70
884;2;70;Appartement;54.33
180;1;38;Appartement;29.51
265;1;30;Appartement;29.63
227;1;23;Appartement;17.95
1294;3;41;Appartement;40.1
559;3;46;Appartement;51
1021;2;47;Appartement;44.06
42;1;38;Appartement;35.56
362;4;70;Appartement;69.4
513;1;22;Appartement;20
225;4;80;Appartement;78.65
71;1;21;Appartement;20.8
1040;3;45;Appartement;46.24
542;2;40;Appartement;32.03
261;2;40;Appartement;43.62
54;1;25;Appartement;22.36
758;4;84;Appartement;82.59
212;3;86;Appartement;88.94
521;2;38;Appartement;37.14
1;1;45;Appartement;36.09
518;4;40;Appartement;25.75
25;1;24;Appartement;20.41
2455;4;61;Appartement;65.48
769;4;88;Appartement;73.34
534;2;36;Appartement;27.33
59;2;33;Appartement;32.2
270;3;90;Appartement;93
126;3;83;Appartement;93
332;5;60;Appartement;16.72
272;1;20;Appartement;19.32
31;1;20;Appartement;20.19
303;4;87;Appartement;92.51
388;1;27;Appartement;28.25
21;2;49;Appartement;49.11
22;3;101;Appartement;14.97
397;3;55;Appartement;65.85
31;1;29;Appartement;26.48
59;2;33;Appartement;33.39
32;2;65;Appartement;51.07
56;1;16;Maison;22.2
71;1;29;Appartement;26.87
234;3;88;Appartement;83.15
250;3;74;Appartement;68.06
206;5;125;Appartement;106.76
274;1;63;Appartement;48.39
220;3;65;Appartement;69.51
653;1;30;Appartement;28.95
1040;2;53;Appartement;48.02
513;3;54;Appartement;56
140;3;56;Appartement;54
374;1;63;Appartement;56.27
431;1;25;Appartement;29.07
1;3;102;Maison;100.21
142;2;52;Appartement;48.68
54;2;23;Appartement;22.47
105;2;41;Appartement;37.66
186;1;40;Appartement;39.11
394;2;50;Appartement;54.26
183;3;62;Appartement;66.2
108;1;30;Appartement;55.35
494;2;34;Appartement;51.24
419;3;66;Appartement;66.34
433;3;68;Appartement;67.71
311;1;27;Appartement;27.59
113;3;46;Appartement;51.17
453;3;33;Appartement;35.76
221;2;25;Appartement;24.85
188;3;75;Appartement;73.59
69;5;141;Maison;172.57
48;6;119;Maison;106.63
335;4;95;Appartement;92.64
197;2;47;Appartement;47.08
253;4;105;Appartement;90.45
129;3;67;Appartement;67.94
453;3;90;Appartement;88.65
33;4;83;Appartement;83.7
293;2;45;Appartement;45.52
581;1;36;Appartement;37.9
169;2;43;Appartement;43.68
91;2;36;Appartement;38.69
446;4;112;Appartement;97.04
250;2;42;Appartement;42.57
176;4;89;Appartement;87.39
320;4;83;Appartement;66.52
169;3;86;Appartement;85.83
31;4;120;Appartement;105.55
147;2;53;Appartement;51.49
372;1;29;Appartement;29.3
144;2;45;Appartement;44.61
190;4;88;Appartement;88.76
107;1;17;Appartement;16.7
148;2;39;Appartement;39.73
446;2;45;Appartement;44.51
212;3;59;Appartement;59.2
365;3;65;Appartement;66.01
240;1;24;Appartement;28.08
89;3;61;Maison;77.78
429;2;45;Appartement;44.69
149;3;75;Appartement;60.92
134;3;57;Appartement;59.03
76;5;147;Appartement;144.58
394;2;33;Appartement;32.15
179;2;57;Appartement;55.92
203;2;28;Appartement;27.35
1558;4;99;Maison;116.59
54;2;41;Appartement;39.33
571;1;27;Appartement;27
26;2;27;Appartement;29.42
101;2;52;Appartement;53.23
135;1;31;Appartement;31.4
290;2;46;Appartement;51.6
51;4;102;Maison;96.43
9;3;43;Appartement;42.42
9;4;85;Appartement;85.35
144;3;64;Appartement;65.23
247;0;20;Appartement;19.3
177;4;97;Appartement;95.21
443;1;34;Appartement;33.39
253;1;16;Appartement;20.64
379;2;34;Appartement;34.55
208;3;64;Appartement;64.05
88;1;32;Appartement;30.97
18;3;91;Appartement;90.31
160;4;67;Appartement;68.09
48;5;100;Maison;96.45
728;1;28;Appartement;28.29
120;2;46;Appartement;46.76
170;1;25;Appartement;23.5
352;1;27;Appartement;26.88
105;3;72;Appartement;72.8
97;3;46;Appartement;46.58
1;4;88;Appartement;87.15
123;1;23;Appartement;23.15
414;1;32;Appartement;31.31
1;2;46;Appartement;45.42
176;3;76;Appartement;77.09
25;3;68;Appartement;68.12
147;3;73;Appartement;72.22
269;2;63;Appartement;62.31
10;5;110;Maison;107.33
240;1;35;Appartement;34.1
475;4;84;Appartement;3.27
194;2;40;Appartement;41
146;1;35;Appartement;29.08
159;4;85;Appartement;84.29
349;1;30;Appartement;27.63
223;4;100;Maison;115.11
345;2;35;Appartement;37.02
409;3;60;Maison;69.28
596;2;57;Appartement;54.32
707;1;27;Appartement;26.58
122;1;27;Appartement;26.67
15;3;58;Appartement;56.26
137;1;35;Appartement;38.01
123;2;36;Appartement;36.4
329;3;66;Appartement;66.65
478;2;56;Appartement;55.74
44;6;227;Maison;201.3
107;2;37;Appartement;36.27
184;2;50;Appartement;50.03
118;2;36;Appartement;33.22
366;1;29;Appartement;29.75
28;3;70;Appartement;60.81
346;1;29;Appartement;23.79
81;4;120;Appartement;120.32
354;1;20;Appartement;23.1
423;1;20;Appartement;19.31
607;4;112;Appartement;103.6
108;2;50;Appartement;51.23
8;3;68;Appartement;68.58
15;3;92;Appartement;93.24
728;3;70;Appartement;70.15
79;4;100;Appartement;82.92
168;2;53;Appartement;60
295;4;82;Maison;80.72
267;3;49;Appartement;50.4
6;6;180;Maison;266.84
44;2;63;Appartement;55.91
642;3;69;Appartement;71.44
94;5;125;Appartement;117.34
528;3;60;Appartement;55.43
100;2;55;Appartement;53.77
144;1;36;Appartement;35.32
439;3;66;Appartement;65.75
288;1;24;Appartement;22.15
147;3;61;Appartement;60.8
259;2;46;Appartement;46.02
142;4;73;Appartement;79.58
338;2;52;Appartement;52.1
191;2;30;Appartement;32.46
224;3;64;Appartement;63.7
192;2;37;Appartement;36.58
418;2;39;Appartement;39.66
324;2;45;Appartement;39.86
111;1;30;Appartement;30.04
4;3;72;Appartement;70.3
21;1;44;Appartement;43.91
283;2;45;Appartement;46.06
111;1;16;Appartement;16.17
220;1;16;Appartement;15.38
220;1;15;Appartement;15.57
10;2;80;Maison;80.05
163;2;60;Appartement;59.36
45;4;79;Maison;78.03
316;1;37;Appartement;36.93
411;1;37;Appartement;39.73
284;4;76;Appartement;77.39
490;3;70;Appartement;72.05
562;4;80;Appartement;81.23
397;2;39;Appartement;40.01
662;3;51;Appartement;52.05
516;2;47;Appartement;45.55
175;1;23;Appartement;21.26
11;5;111;Maison;110.17
314;2;47;Appartement;45.94
59;1;17;Appartement;17.28
248;2;59;Appartement;57.3
528;5;90;Appartement;81.46
429;1;25;Appartement;25.56
535;3;80;Appartement;78.43
320;4;75;Appartement;73.78
131;3;66;Appartement;63.87
146;1;33;Appartement;29.58
203;2;51;Appartement;51.01
310;1;23;Appartement;57.88
378;3;75;Appartement;77.52
166;2;58;Appartement;57.12
135;2;44;Appartement;44.66
596;1;22;Appartement;21.89
374;3;67;Appartement;65.02
238;3;70;Appartement;84.71
76;2;48;Appartement;37.49
315;3;74;Appartement;70.31
71;3;37;Appartement;46.37
5;4;83;Appartement;83.78
247;2;57;Appartement;57.26
368;1;20;Appartement;20.2
48;1;30;Appartement;28.6
330;3;73;Appartement;72.07
24;4;82;Appartement;75.05
78;1;24;Appartement;23.54
244;5;103;Maison;101.01
437;3;69;Appartement;68.32
179;3;65;Appartement;67.62
443;1;40;Appartement;41.14
337;4;83;Appartement;71.28
230;1;20;Appartement;19.31
476;3;60;Appartement;60.4
392;3;75;Appartement;74.03
247;3;64;Appartement;63.53
715;1;26;Appartement;25.31
568;4;68;Appartement;65.59
349;1;30;Appartement;28.01
120;3;69;Appartement;64.66
244;2;38;Appartement;41.64
850;1;40;Appartement;34.65
119;2;56;Appartement;54.95
435;1;21;Appartement;20.89
60;2;43;Appartement;43.7
19;4;82;Appartement;84.14
257;2;58;Appartement;57.03
230;1;25;Appartement;22.54
481;2;40;Appartement;38.96
326;3;52;Maison;48.74
24;2;50;Appartement;49.02
308;1;35;Appartement;36.56
273;1;36;Appartement;30.28
308;2;48;Appartement;48.2
323;2;50;Appartement;48.8
642;2;57;Appartement;56.71
33;3;82;Appartement;82.46
360;3;70;Appartement;69.6
14;2;71;Appartement;66.46
335;2;58;Appartement;44.79
129;6;114;Maison;113.23
317;1;27;Appartement;26.71
526;2;35;Appartement;35.07
237;3;62;Appartement;62.29
587;2;52;Appartement;52.25
477;1;36;Appartement;36.39
117;3;68;Appartement;68.61
335;2;52;Appartement;47.78
176;4;85;Appartement;84.62
205;1;30;Appartement;25.18
373;1;31;Appartement;31.11
193;2;56;Appartement;52.02
137;3;62;Appartement;62.16
75;3;67;Appartement;67.52
8;3;56;Appartement;57.65
80;3;57;Appartement;59.44
349;1;26;Appartement;25.22
192;3;50;Appartement;49.82
74;1;21;Appartement;25.46
199;1;20;Appartement;19.42
728;2;21;Appartement;20.35
45;2;31;Appartement;30.16
197;1;24;Appartement;24.48
435;3;51;Appartement;52.93
219;3;54;Appartement;53.15
592;1;23;Appartement;22.92
124;2;45;Appartement;41.98
230;1;24;Appartement;24.56
147;1;23;Appartement;24.24
485;2;58;Appartement;50.02
359;3;62;Appartement;62.64
4;1;10;Appartement;12.86
97;4;93;Maison;169.5
366;2;38;Appartement;38.2
394;1;36;Appartement;37.05
89;2;59;Appartement;58.89
3;4;85;Maison;86.15
6;2;55;Appartement;55.2
240;1;16;Appartement;16.16
229;3;61;Appartement;62.15
319;2;48;Appartement;47.35
254;3;71;Appartement;70.42
489;3;77;Appartement;39.48
129;5;119;Maison;115.58
3;3;56;Appartement;57.83
313;2;38;Appartement;38.04
132;1;27;Appartement;33.05
466;2;43;Appartement;40.48
97;2;32;Appartement;32.01
54;2;34;Appartement;25.6
58;3;78;Appartement;77.33
117;3;75;Appartement;78.03
143;3;74;Appartement;86.13
127;1;20;Appartement;20.2
21;3;66;Appartement;65.56
153;4;80;Appartement;79.55
192;3;67;Appartement;87.05
70;4;80;Appartement;81.71
4;2;39;Appartement;38.22
332;4;70;Appartement;67.12
394;1;30;Appartement;35.19
446;3;60;Appartement;59.01
146;3;75;Appartement;75.36
477;2;58;Appartement;51.36
69;1;55;Appartement;33.14
485;2;37;Appartement;33.51
328;1;30;Appartement;31.84
225;4;79;Appartement;78.65
556;1;20;Appartement;19.17
357;3;72;Maison;83.6
48;3;90;Maison;128.91
117;1;21;Appartement;21.08
475;2;25;Appartement;23.6
479;4;76;Appartement;52.06
237;1;24;Appartement;24.57
283;2;42;Appartement;40.62
10;4;82;Maison;83.77
360;1;28;Appartement;27.54
44;1;19;Appartement;17.67
415;3;73;Appartement;70.98
4;3;96;Maison;185.96
379;1;23;Appartement;23.02
71;6;135;Maison;164.63
33;2;55;Appartement;60.27
13;1;31;Appartement;26.8
682;3;81;Appartement;81.4
324;2;39;Appartement;39.15
354;2;54;Appartement;53.02
